visualize scatter select facid , count ( * ) from faculty as t1 join student as t2 on t1 . facid = t2 . advisor group by t1 . facid
visualize pie select allergytype , count ( * ) from has_allergy as t1 join allergy_type as t2 on t1 . allergy = t2 . allergy group by t2 . allergytype
visualize pie select allergytype , count ( * ) from has_allergy as t1 join allergy_type as t2 on t1 . allergy = t2 . allergy group by t2 . allergytype
visualize pie select allergytype , count ( * ) from has_allergy as t1 join allergy_type as t2 on t1 . allergy = t2 . allergy group by t2 . allergytype
visualize bar select allergytype , count ( * ) from has_allergy as t1 join allergy_type as t2 on t1 . allergy = t2 . allergy group by t2 . allergytype
visualize bar select allergytype , count ( * ) from has_allergy as t1 join allergy_type as t2 on t1 . allergy = t2 . allergy group by t2 . allergytype
visualize bar select allergytype , count ( * ) from has_allergy as t1 join allergy_type as t2 on t1 . allergy = t2 . allergy group by t2 . allergytype
visualize bar select allergytype , count ( * ) from has_allergy as t1 join allergy_type as t2 on t1 . allergy = t2 . allergy group by t2 . allergytype
visualize bar select allergytype , count ( * ) from has_allergy as t1 join allergy_type as t2 on t1 . allergy = t2 . allergy group by t2 . allergytype
visualize bar select fname , count ( fname ) from student where sex = {value} group by fname
visualize bar select fname , count ( fname ) from student where sex = {value} group by fname
visualize bar select fname , avg ( age ) from student where sex = {value} group by fname
visualize bar select lname , count ( lname ) from student where sex = {value} group by lname
visualize bar select lname , count ( lname ) from student where sex = {value} group by lname
visualize bar select lname , avg ( age ) from student where sex = {value} group by lname
visualize bar select allergy , count ( * ) from has_allergy group by allergy
visualize bar select allergy , count ( * ) from has_allergy group by allergy
visualize bar select allergy , count ( * ) from has_allergy group by allergy
visualize bar select allergy , count ( * ) from has_allergy group by allergy
visualize bar select allergy , count ( * ) from has_allergy group by allergy
visualize pie select allergytype , count ( allergytype ) from allergy_type group by allergytype
visualize pie select allergytype , count ( allergytype ) from allergy_type group by allergytype
visualize pie select allergytype , count ( allergytype ) from allergy_type group by allergytype
visualize bar select allergytype , count ( allergytype ) from allergy_type group by allergytype
visualize bar select allergytype , count ( allergytype ) from allergy_type group by allergytype
visualize bar select allergytype , count ( allergytype ) from allergy_type group by allergytype
visualize bar select fname , count ( fname ) from student where stuid not in ( select t1 . stuid from has_allergy as t1 join allergy_type as t2 on t1 . allergy = t2 . allergy where t2 . allergytype = {value} ) group by fname
visualize bar select fname , count ( fname ) from student where stuid not in ( select t1 . stuid from has_allergy as t1 join allergy_type as t2 on t1 . allergy = t2 . allergy where t2 . allergytype = {value} ) group by fname
visualize bar select lname , count ( lname ) from student where stuid not in ( select t1 . stuid from has_allergy as t1 join allergy_type as t2 on t1 . allergy = t2 . allergy where t2 . allergytype = {value} ) group by lname
visualize bar select lname , count ( lname ) from student where stuid not in ( select t1 . stuid from has_allergy as t1 join allergy_type as t2 on t1 . allergy = t2 . allergy where t2 . allergytype = {value} ) group by lname
visualize scatter select major , count ( * ) from student group by major
visualize scatter select major , count ( * ) from student group by major
visualize scatter select major , count ( * ) from student group by major
visualize scatter select major , count ( * ) from student group by major
visualize scatter select major , count ( * ) from student group by major
visualize scatter select major , count ( * ) from student group by major
visualize scatter select advisor , count ( * ) from student group by advisor
visualize scatter select advisor , count ( * ) from student group by advisor
visualize scatter select advisor , count ( * ) from student group by advisor
visualize scatter select advisor , count ( * ) from student group by advisor
visualize scatter select advisor , count ( * ) from student group by advisor
visualize scatter select advisor , count ( * ) from student group by advisor
visualize pie select lname , age from student where stuid in ( select stuid from has_allergy where allergy = {value} intersect select stuid from has_allergy where allergy = {value} )
visualize pie select lname , age from student where stuid in ( select stuid from has_allergy where allergy = {value} intersect select stuid from has_allergy where allergy = {value} )
visualize pie select lname , age from student where stuid in ( select stuid from has_allergy where allergy = {value} intersect select stuid from has_allergy where allergy = {value} )
visualize pie select lname , age from student where stuid in ( select stuid from has_allergy where allergy = {value} intersect select stuid from has_allergy where allergy = {value} )
visualize bar select lname , age from student where stuid in ( select stuid from has_allergy where allergy = {value} intersect select stuid from has_allergy where allergy = {value} )
visualize bar select lname , age from student where stuid in ( select stuid from has_allergy where allergy = {value} intersect select stuid from has_allergy where allergy = {value} )
visualize pie select allergytype , count ( allergytype ) from allergy_type as t1 join has_allergy as t2 on t1 . allergy = t2 . allergy join student as t3 on t3 . stuid = t2 . stuid where t3 . fname = {value} group by allergytype
visualize pie select allergytype , count ( allergytype ) from allergy_type as t1 join has_allergy as t2 on t1 . allergy = t2 . allergy join student as t3 on t3 . stuid = t2 . stuid where t3 . fname = {value} group by allergytype
visualize bar select allergytype , count ( allergytype ) from allergy_type as t1 join has_allergy as t2 on t1 . allergy = t2 . allergy join student as t3 on t3 . stuid = t2 . stuid where t3 . fname = {value} group by allergytype
visualize bar select allergytype , count ( allergytype ) from allergy_type as t1 join has_allergy as t2 on t1 . allergy = t2 . allergy join student as t3 on t3 . stuid = t2 . stuid where t3 . fname = {value} group by allergytype
visualize bar select t1 . allergy , count ( t1 . allergy ) from allergy_type as t1 join has_allergy as t2 on t1 . allergy = t2 . allergy join student as t3 on t3 . stuid = t2 . stuid where t3 . fname = {value} group by t1 . allergy
visualize bar select t1 . allergy , count ( t1 . allergy ) from allergy_type as t1 join has_allergy as t2 on t1 . allergy = t2 . allergy join student as t3 on t3 . stuid = t2 . stuid where t3 . fname = {value} group by t1 . allergy
visualize pie select sex , avg ( age ) from student group by sex
